Age,Year,Population
33,1950,52345
34,1950,51839
35,1950,51998
36,1950,54149
37,1950,54107
38,1950,54972
39,1950,53992
40,1950,53915
41,1950,55466
42,1950,54045
43,1950,52941
44,1950,51950
45,1950,51057
46,1950,49761
47,1950,48641
48,1950,49035
49,1950,48019
50,1950,47338
51,1950,44438
52,1950,44551
53,1950,43049
54,1950,42405
55,1950,41911
56,1950,40224
57,1950,39357
58,1950,37685
59,1950,37818
60,1950,36355
61,1950,34804
62,1950,34887
63,1950,34353
64,1950,32945
65,1950,31236
66,1950,30414
67,1950,28236
68,1950,26830
69,1950,25471
70,1950,24515
71,1950,24106
72,1950,22028
73,1950,21124
74,1950,18884
75,1950,17649
76,1950,15838
77,1950,14382
78,1950,12851
79,1950,11800
80,1950,9946
81,1950,8470
82,1950,6956
83,1950,6514
84,1950,6192
85,1950,5147
86,1950,4328
87,1950,3363
88,1950,2695
89,1950,1959
90,1950,1521
91,1950,1117
92,1950,805
93,1950,530
94,1950,370
95,1950,209
96,1950,160
97,1950,105
98,1950,47
99,1950,41
100,1950,30
101,1950,0
102,1950,0
103,1950,0
104,1950,0
105,1950,0
106,1950,0
107,1950,0
108,1950,0
109,1950,0
0,1951,52530
1,1951,54750
2,1951,57721
3,1951,60489
4,1951,61339
5,1951,63024
6,1951,63141
7,1951,62980
8,1951,59674
9,1951,54377
10,1951,47652
11,1951,45509
12,1951,46488
13,1951,44550
14,1951,42591
15,1951,42183
16,1951,40117
17,1951,40138
18,1951,40345
19,1951,42954
20,1951,43673
21,1951,45158
22,1951,44653
23,1951,46954
24,1951,46505
25,1951,48239
26,1951,50129
27,1951,51203
28,1951,52516
29,1951,53649
30,1951,57736
31,1951,61786
32,1951,50968
33,1951,51424
34,1951,52282
35,1951,51867
36,1951,52024
37,1951,54215
38,1951,54165
39,1951,54973
40,1951,53928
41,1951,53833
42,1951,55406
43,1951,54025
44,1951,52816
45,1951,51839
46,1951,50959
47,1951,49633
48,1951,48522
49,1951,48878
50,1951,47875
51,1951,47161
52,1951,44269
53,1951,44346
54,1951,42852
55,1951,42196
56,1951,41642
57,1951,39874
58,1951,39014
59,1951,37316
60,1951,37422
61,1951,35915
62,1951,34367
63,1951,34414
64,1951,33750
65,1951,32411
66,1951,30634
67,1951,29732
68,1951,27545
69,1951,26103
70,1951,24680
71,1951,23647
72,1951,23170
73,1951,21016
74,1951,20107
75,1951,17826
76,1951,16507
77,1951,14697
78,1951,13215
79,1951,11711
80,1951,10671
81,1951,8916
82,1951,7485
83,1951,6012
84,1951,5550
85,1951,5188
86,1951,4216
87,1951,3398
88,1951,2690
89,1951,2069
90,1951,1466
91,1951,1097
92,1951,818
93,1951,539
94,1951,359
95,1951,606
96,1951,0
97,1951,0
98,1951,0
99,1951,0
100,1951,0
101,1951,0
102,1951,0
103,1951,0
104,1951,0
105,1951,0
106,1951,0
107,1951,0
108,1951,0
109,1951,0
0,1952,52549
1,1952,52368
2,1952,54733
3,1952,57703
4,1952,60485
5,1952,61353
6,1952,63052
7,1952,63160
8,1952,63028
9,1952,59682
10,1952,54413
11,1952,47659
12,1952,45546
13,1952,46503
14,1952,44560
15,1952,42625
16,1952,42253
17,1952,40272
18,1952,40438
19,1952,40729
20,1952,43411
21,1952,44162
22,1952,45542
23,1952,44934
24,1952,47209
25,1952,46653
26,1952,48355
27,1952,50248
28,1952,51370
29,1952,52627
30,1952,53693
31,1952,57790
32,1952,61795
33,1952,50933
34,1952,51387
35,1952,52241
36,1952,51835
37,1952,51975
38,1952,54168
39,1952,54117
40,1952,54912
41,1952,53846
42,1952,53769
43,1952,55264
44,1952,53944
45,1952,52683
46,1952,51706
47,1952,50822
48,1952,49473
49,1952,48349
50,1952,48689
51,1952,47636
52,1952,46919
53,1952,44052
54,1952,44070
55,1952,42541
56,1952,41881
57,1952,41261
58,1952,39537
59,1952,38649
60,1952,36927
61,1952,36981
62,1952,35429
63,1952,33845
64,1952,33840
65,1952,33134
66,1952,31793
67,1952,29943
68,1952,29040
69,1952,26749
70,1952,25211
71,1952,23826
72,1952,22742
73,1952,22159
74,1952,20006
75,1952,19027
76,1952,16722
77,1952,15367
78,1952,13562
79,1952,12081
80,1952,10620
81,1952,9544
82,1952,7896
83,1952,6550
84,1952,5173
85,1952,4731
86,1952,4324
87,1952,3410
88,1952,2734
89,1952,2100
90,1952,1600
91,1952,1113
92,1952,783
93,1952,584
94,1952,378
95,1952,648
96,1952,0
97,1952,0
98,1952,0
99,1952,0
100,1952,0
101,1952,0
102,1952,0
103,1952,0
104,1952,0
105,1952,0
106,1952,0
107,1952,0
108,1952,0
109,1952,0
0,1953,52487
1,1953,52352
2,1953,52221
3,1953,54627
4,1953,57658
5,1953,60414
6,1953,61299
7,1953,63021
8,1953,63111
9,1953,62988
10,1953,59661
11,1953,54373
12,1953,47646
13,1953,45514
14,1953,46488
15,1953,44574
16,1953,42674
17,1953,42365
18,1953,40607
19,1953,40850
20,1953,41046
21,1953,43670
22,1953,44286
23,1953,45635
24,1953,44998
25,1953,47209
26,1953,46617
27,1953,48346
28,1953,50190
29,1953,51343
30,1953,52533
31,1953,53592
32,1953,57700
33,1953,61662
34,1953,50846
35,1953,51279
36,1953,52160
37,1953,51728
38,1953,51908
39,1953,54040
40,1953,54002
41,1953,54796
42,1953,53723
43,1953,53635
44,1953,55147
45,1953,53780
46,1953,52542
47,1953,51534
48,1953,50660
49,1953,49288
50,1953,48163
51,1953,48431
52,1953,47387
53,1953,46645
54,1953,43814
55,1953,43764
56,1953,42204
57,1953,41552
58,1953,40912
59,1953,39175
60,1953,38211
61,1953,36493
62,1953,36504
63,1953,34931
64,1953,33340
65,1953,33211
66,1953,32522
67,1953,31082
68,1953,29199
69,1953,28268
70,1953,25845
71,1953,24320
72,1953,22833
73,1953,21724
74,1953,21060
75,1953,18920
76,1953,17872
77,1953,15593
78,1953,14168
79,1953,12408
80,1953,10921
81,1953,9483
82,1953,8408
83,1953,6863
84,1953,5622
85,1953,4379
86,1953,3977
87,1953,3524
88,1953,2740
89,1953,2133
90,1953,1641
91,1953,1231
92,1953,823
93,1953,553
94,1953,389
95,1953,655
96,1953,0
97,1953,0
98,1953,0
99,1953,0
100,1953,0
101,1953,0
102,1953,0
103,1953,0
104,1953,0
105,1953,0
106,1953,0
107,1953,0
108,1953,0
109,1953,0
0,1954,50251
1,1954,52342
2,1954,52298
3,1954,52202
4,1954,54586
5,1954,57657
6,1954,60389
7,1954,61259
8,1954,63010
9,1954,63077
10,1954,62984
11,1954,59639
12,1954,54355
13,1954,47635
14,1954,45495
15,1954,46546
16,1954,44676
17,1954,42905
18,1954,42699
19,1954,41101
20,1954,41353
21,1954,41298
22,1954,43835
23,1954,44428
24,1954,45723
25,1954,45056
26,1954,47267
27,1954,46629
28,1954,48301
29,1954,50137
30,1954,51307
31,1954,52504
32,1954,53581
33,1954,57626
34,1954,61599
35,1954,50829
36,1954,51217
37,1954,52103
38,1954,51676
39,1954,51865
40,1954,53982
41,1954,53910
42,1954,54700
43,1954,53615
44,1954,53534
45,1954,55025
46,1954,53666
47,1954,52401
48,1954,51378
49,1954,50493
50,1954,49105
51,1954,47982
52,1954,48217
53,1954,47143
54,1954,46373
55,1954,43563
56,1954,43500
57,1954,41898
58,1954,41217
59,1954,40544
60,1954,38799
61,1954,37784
62,1954,36058
63,1954,36037
64,1954,34372
65,1954,32779
66,1954,32547
67,1954,31866
68,1954,30333
69,1954,28441
70,1954,27457
71,1954,24951
72,1954,23405
73,1954,21853
74,1954,20664
75,1954,19977
76,1954,17854
77,1954,16713
78,1954,14376
79,1954,13027
80,1954,11287
81,1954,9735
82,1954,8390
83,1954,7323
84,1954,5886
85,1954,4777
86,1954,3645
87,1954,3221
88,1954,2841
89,1954,2151
90,1954,1645
91,1954,1229
92,1954,916
93,1954,588
94,1954,386
95,1954,652
96,1954,0
97,1954,0
98,1954,0
99,1954,0
100,1954,0
101,1954,0
102,1954,0
103,1954,0
104,1954,0
105,1954,0
106,1954,0
107,1954,0
108,1954,0
109,1954,0
0,1955,51423
1,1955,50213
2,1955,52330
3,1955,52339
4,1955,52265
5,1955,54629
6,1955,57707
7,1955,60458
8,1955,61292
9,1955,63064
10,1955,63131
11,1955,63013
12,1955,59647
13,1955,54378
14,1955,47678
15,1955,45557
16,1955,46690
17,1955,44970
18,1955,43390
19,1955,43302
20,1955,41677
21,1955,41847
22,1955,41662
23,1955,44124
24,1955,44648
25,1955,45902
26,1955,45229
27,1955,47369
28,1955,46759
29,1955,48440
30,1955,50206
31,1955,51346
32,1955,52528
33,1955,53678
34,1955,57662
35,1955,61627
36,1955,50840
37,1955,51196
38,1955,52073
39,1955,51641
40,1955,51840
41,1955,53958
42,1955,53877
43,1955,54663
44,1955,53543
45,1955,53447
46,1955,54904
47,1955,53566
48,1955,52260
49,1955,51216
50,1955,50282
51,1955,48923
52,1955,47786
53,1955,47968
54,1955,46916
55,1955,46098
56,1955,43302
57,1955,43197
58,1955,41569
59,1955,40867
60,1955,40140
61,1955,38378
62,1955,37361
63,1955,35608
64,1955,35527
65,1955,33808
66,1955,32200
67,1955,31913
68,1955,31125
69,1955,29527
70,1955,27617
71,1955,26556
72,1955,24035
73,1955,22430
74,1955,20861
75,1955,19629
76,1955,18854
77,1955,16711
78,1955,15478
79,1955,13236
80,1955,11866
81,1955,10130
82,1955,8644
83,1955,7398
84,1955,6342
85,1955,5065
86,1955,4071
87,1955,3012
88,1955,2637
89,1955,2264
90,1955,1652
91,1955,1279
92,1955,910
93,1955,651
94,1955,408
95,1955,694
96,1955,0
97,1955,0
98,1955,0
99,1955,0
100,1955,0
101,1955,0
102,1955,0
103,1955,0
104,1955,0
105,1955,0
106,1955,0
107,1955,0
108,1955,0
109,1955,0
0,1956,51245
1,1956,51374
2,1956,50252
3,1956,52371
4,1956,52414
5,1956,52328
6,1956,54634
7,1956,57735
8,1956,60482
9,1956,61328
10,1956,63116
11,1956,63155
12,1956,63044
13,1956,59679
14,1956,54371
15,1956,47721
16,1956,45659
17,1956,46970
18,1956,45367
19,1956,43889
20,1956,43807
21,1956,42117
22,1956,42161
23,1956,41820
24,1956,44263
25,1956,44729
26,1956,46034
27,1956,45274
28,1956,47419
29,1956,46790
30,1956,48469
31,1956,50252
32,1956,51365
33,1956,52529
34,1956,53647
35,1956,57677
36,1956,61579
37,1956,50790
38,1956,51150
39,1956,52005
40,1956,51593
41,1956,51784
42,1956,53894
43,1956,53797
44,1956,54542
45,1956,53442
46,1956,53313
47,1956,54787
48,1956,53436
49,1956,52108
50,1956,51046
51,1956,50085
52,1956,48750
53,1956,47554
54,1956,47748
55,1956,46637
56,1956,45817
57,1956,43015
58,1956,42878
59,1956,41243
60,1956,40497
61,1956,39719
62,1956,37923
63,1956,36881
64,1956,35116
65,1956,34950
66,1956,33173
67,1956,31537
68,1956,31158
69,1956,30340
70,1956,28676
71,1956,26748
72,1956,25577
73,1956,23028
74,1956,21347
75,1956,19807
76,1956,18459
77,1956,17620
78,1956,15499
79,1956,14282
80,1956,12027
81,1956,10720
82,1956,9039
83,1956,7593
84,1956,6362
85,1956,5404
86,1956,4292
87,1956,3361
88,1956,2452
89,1956,2098
90,1956,1755
91,1956,1255
92,1956,932
93,1956,667
94,1956,458
95,1956,746
96,1956,0
97,1956,0
98,1956,0
99,1956,0
100,1956,0
101,1956,0
102,1956,0
103,1956,0
104,1956,0
105,1956,0
106,1956,0
107,1956,0
108,1956,0
109,1956,0
0,1957,51627
1,1957,51236
2,1957,51497
3,1957,50384
4,1957,52465
5,1957,52542
6,1957,52437
7,1957,54719
8,1957,57815
9,1957,60559
10,1957,61402
11,1957,63177
12,1957,63211
13,1957,63100
14,1957,59733
15,1957,54453
16,1957,47909
17,1957,45946
18,1957,47390
19,1957,45815
20,1957,44396
21,1957,44165
22,1957,42398
23,1957,42506
24,1957,41985
25,1957,44322
26,1957,44823
27,1957,46109
28,1957,45336
29,1957,47499
30,1957,46891
31,1957,48509
32,1957,50313
33,1957,51411
34,1957,52596
35,1957,53694
36,1957,57738
37,1957,61597
38,1957,50782
39,1957,51128
40,1957,51995
41,1957,51563
42,1957,51770
43,1957,53838
44,1957,53758
45,1957,54460
46,1957,53355
47,1957,53215
48,1957,54646
49,1957,53278
50,1957,51958
51,1957,50871
52,1957,49910
53,1957,48540
54,1957,47333
55,1957,47495
56,1957,46344
57,1957,45495
58,1957,42690
59,1957,42543
60,1957,40871
61,1957,40072
62,1957,39242
63,1957,37408
64,1957,36348
65,1957,34553
66,1957,34347
67,1957,32483
68,1957,30818
69,1957,30362
70,1957,29449
71,1957,27666
72,1957,25739
73,1957,24578
74,1957,21955
75,1957,20178
76,1957,18613
77,1957,17203
78,1957,16362
79,1957,14298
80,1957,12967
81,1957,10766
82,1957,9486
83,1957,7943
84,1957,6620
85,1957,5424
86,1957,4501
87,1957,3518
88,1957,2700
89,1957,1898
90,1957,1612
91,1957,1339
92,1957,908
93,1957,635
94,1957,472
95,1957,760
96,1957,0
97,1957,0
98,1957,0
99,1957,0
100,1957,0
101,1957,0
102,1957,0
103,1957,0
104,1957,0
105,1957,0
106,1957,0
107,1957,0
108,1957,0
109,1957,0
0,1958,50480
1,1958,51582
2,1958,51270
3,1958,51521
4,1958,50417
5,1958,52500
6,1958,52571
7,1958,52462
8,1958,54769
9,1958,57857
10,1958,60596
11,1958,61452
12,1958,63216
13,1958,63240
14,1958,63121
15,1958,59797
16,1958,54557
17,1958,48106
18,1958,46220
19,1958,47762
20,1958,46096
21,1958,44605
22,1958,44231
23,1958,42408
24,1958,42601
25,1958,42094
26,1958,44360
27,1958,44853
28,1958,46111
29,1958,45336
30,1958,47511
31,1958,46879
32,1958,48560
33,1958,50300
34,1958,51434
35,1958,52613
36,1958,53722
37,1958,57698
38,1958,61554
39,1958,50740
40,1958,51102
41,1958,51953
42,1958,51500
43,1958,51705
44,1958,53746
45,1958,53693
46,1958,54325
47,1958,53241
48,1958,53098
49,1958,54481
50,1958,53107
51,1958,51775
52,1958,50667
53,1958,49662
54,1958,48339
55,1958,47121
56,1958,47205
57,1958,46050
58,1958,45184
59,1958,42369
60,1958,42174
61,1958,40461
62,1958,39611
63,1958,38766
64,1958,36936
65,1958,35820
66,1958,33994
67,1958,33706
68,1958,31750
69,1958,30031
70,1958,29574
71,1958,28520
72,1958,26737
73,1958,24752
74,1958,23459
75,1958,20864
76,1958,19038
77,1958,17451
78,1958,15974
79,1958,15123
80,1958,13004
81,1958,11638
82,1958,9609
83,1958,8369
84,1958,6925
85,1958,5651
86,1958,4548
87,1958,3708
88,1958,2858
89,1958,2163
90,1958,1468
91,1958,1235
92,1958,1010
93,1958,648
94,1958,444
95,1958,806
96,1958,0
97,1958,0
98,1958,0
99,1958,0
100,1958,0
101,1958,0
102,1958,0
103,1958,0
104,1958,0
105,1958,0
106,1958,0
107,1958,0
108,1958,0
109,1958,0
0,1959,49962
1,1959,50363
2,1959,51531
3,1959,51200
4,1959,51476
5,1959,50404
6,1959,52464
7,1959,52553
8,1959,52451
9,1959,54752
10,1959,57852
11,1959,60570
12,1959,61428
13,1959,63203
14,1959,63248
15,1959,63126
16,1959,59861
17,1959,54707
18,1959,48343
19,1959,46460
20,1959,47836
21,1959,46199
22,1959,44593
23,1959,44142
24,1959,42280
25,1959,42494
26,1959,42018
27,1959,44283
28,1959,44762
29,1959,46060
30,1959,45311
31,1959,47448
32,1959,46806
33,1959,48507
34,1959,50268
35,1959,51386
36,1959,52537
37,1959,53653
38,1959,57600
39,1959,61444
40,1959,50675
41,1959,51002
42,1959,51846
43,1959,51378
44,1959,51577
45,1959,53631
46,1959,53565
47,1959,54178
48,1959,53091
49,1959,52931
50,1959,54265
51,1959,52901
52,1959,51540
53,1959,50430
54,1959,49429
55,1959,48090
56,1959,46818
57,1959,46885
58,1959,45727
59,1959,44819
60,1959,42011
61,1959,41723
62,1959,40027
63,1959,39169
64,1959,38259
65,1959,36361
66,1959,35228
67,1959,33346
68,1959,32992
69,1959,30971
70,1959,29255
71,1959,28628
72,1959,27537
73,1959,25726
74,1959,23722
75,1959,22318
76,1959,19718
77,1959,17874
78,1959,16245
79,1959,14733
80,1959,13838
81,1959,11721
82,1959,10426
83,1959,8500
84,1959,7322
85,1959,5958
86,1959,4766
87,1959,3766
88,1959,3038
89,1959,2311
90,1959,1714
91,1959,1102
92,1959,925
93,1959,737
94,1959,453
95,1959,796
96,1959,0
97,1959,0
98,1959,0
99,1959,0
100,1959,0
101,1959,0
102,1959,0
103,1959,0
104,1959,0
105,1959,0
106,1959,0
107,1959,0
108,1959,0
109,1959,0
0,1960,49231
1,1960,49979
2,1960,50417
3,1960,51554
4,1960,51295
5,1960,51486
6,1960,50394
7,1960,52462
8,1960,52487
9,1960,52460
10,1960,54751
11,1960,57859
12,1960,60572
13,1960,61444
14,1960,63032
15,1960,63461
16,1960,63299
17,1960,60187
18,1960,55062
19,1960,48836
20,1960,46884
21,1960,48145
22,1960,46441
23,1960,44793
24,1960,44149
25,1960,42359
26,1960,42243
27,1960,41937
28,1960,44281
29,1960,44774
30,1960,46128
31,1960,45237
32,1960,47338
33,1960,46778
34,1960,48385
35,1960,50150
36,1960,51291
37,1960,52344
38,1960,53393
39,1960,57469
40,1960,61267
41,1960,50389
42,1960,50850
43,1960,51727
44,1960,51186
45,1960,51331
46,1960,53364
47,1960,53297
48,1960,53865
49,1960,52826
50,1960,52655
51,1960,53984
52,1960,52546
53,1960,51247
54,1960,50118
55,1960,49067
56,1960,47723
57,1960,46381
58,1960,46474
59,1960,45290
60,1960,44360
61,1960,41539
62,1960,41206
63,1960,39519
64,1960,38550
65,1960,37615
66,1960,35824
67,1960,34513
68,1960,32648
69,1960,32159
70,1960,30100
71,1960,28269
72,1960,27637
73,1960,26386
74,1960,24477
75,1960,22453
76,1960,21046
77,1960,18420
78,1960,16521
79,1960,14892
80,1960,13505
81,1960,12452
82,1960,10383
83,1960,9146
84,1960,7407
85,1960,6261
86,1960,4993
87,1960,3893
88,1960,3021
89,1960,2380
90,1960,1757
91,1960,1285
92,1960,816
93,1960,666
94,1960,512
95,1960,863
96,1960,0
97,1960,0
98,1960,0
99,1960,0
100,1960,0
101,1960,0
102,1960,0
103,1960,0
104,1960,0
105,1960,0
106,1960,0
107,1960,0
108,1960,0
109,1960,0
0,1961,50072
1,1961,49303
2,1961,50055
3,1961,50455
4,1961,51588
5,1961,51379
6,1961,51522
7,1961,50444
8,1961,52518
9,1961,52550
10,1961,52516
11,1961,54799
12,1961,57900
13,1961,60603
14,1961,61471
15,1961,63146
16,1961,63612
17,1961,63515
18,1961,60461
19,1961,55378
20,1961,49232
21,1961,47136
22,1961,48389
23,1961,46639
24,1961,44906
25,1961,44248
26,1961,42439
27,1961,42311
28,1961,41988
29,1961,44327
30,1961,44811
31,1961,46117
32,1961,45258
33,1961,47340
34,1961,46762
35,1961,48385
36,1961,50177
37,1961,51289
38,1961,52317
39,1961,53372
40,1961,57444
41,1961,61253
42,1961,50345
43,1961,50799
44,1961,51650
45,1961,51116
46,1961,51235
47,1961,53217
48,1961,53177
49,1961,53727
50,1961,52652
51,1961,52459
52,1961,53775
53,1961,52333
54,1961,50981
55,1961,49867
56,1961,48828
57,1961,47441
58,1961,46072
59,1961,46127
60,1961,44929
61,1961,43947
62,1961,41128
63,1961,40766
64,1961,39008
65,1961,37993
66,1961,37067
67,1961,35171
68,1961,33812
69,1961,31924
70,1961,31312
71,1961,29190
72,1961,27322
73,1961,26563
74,1961,25295
75,1961,23333
76,1961,21270
77,1961,19753
78,1961,17124
79,1961,15208
80,1961,13629
81,1961,12241
82,1961,11122
83,1961,9133
84,1961,7926
85,1961,6383
86,1961,5274
87,1961,4110
88,1961,3177
89,1961,2402
90,1961,1864
91,1961,1376
92,1961,999
93,1961,609
94,1961,477
95,1961,923
96,1961,0
97,1961,0
98,1961,0
99,1961,0
100,1961,0
101,1961,0
102,1961,0
103,1961,0
104,1961,0
105,1961,0
106,1961,0
107,1961,0
108,1961,0
109,1961,0
0,1962,51536
1,1962,50074
2,1962,49328
3,1962,50056
4,1962,50464
5,1962,51624
6,1962,51410
7,1962,51522
8,1962,50479
9,1962,52536
10,1962,52547
11,1962,52554
12,1962,54800
13,1962,57935
14,1962,60621
15,1962,61559
16,1962,63315
17,1962,63803
18,1962,63756
19,1962,60723
20,1962,55548
21,1962,49469
22,1962,47262
23,1962,48469
24,1962,46691
25,1962,44926
26,1962,44293
27,1962,42484
28,1962,42285
29,1962,41985
30,1962,44328
31,1962,44804
32,1962,46117
33,1962,45259
34,1962,47349
35,1962,46728
36,1962,48388
37,1962,50120
38,1962,51267
39,1962,52266
40,1962,53342
41,1962,57388
42,1962,61171
43,1962,50277
44,1962,50715
45,1962,51587
46,1962,51044
47,1962,51127
48,1962,53099
49,1962,53044
50,1962,53562
51,1962,52495
52,1962,52275
53,1962,53544
54,1962,52087
55,1962,50765
56,1962,49604
57,1962,48559
58,1962,47128
59,1962,45696
60,1962,45759
61,1962,44542
62,1962,43534
63,1962,40685
64,1962,40215
65,1962,38430
66,1962,37401
67,1962,36402
68,1962,34479
69,1962,33042
70,1962,31119
71,1962,30419
72,1962,28204
73,1962,26316
74,1962,25372
75,1962,24067
76,1962,22026
77,1962,20040
78,1962,18369
79,1962,15778
80,1962,13920
81,1962,12221
82,1962,10929
83,1962,9777
84,1962,7922
85,1962,6778
86,1962,5383
87,1962,4387
88,1962,3326
89,1962,2498
90,1962,1860
91,1962,1403
92,1962,1019
93,1962,710
94,1962,431
95,1962,944
96,1962,0
97,1962,0
98,1962,0
99,1962,0
100,1962,0
101,1962,0
102,1962,0
103,1962,0
104,1962,0
105,1962,0
106,1962,0
107,1962,0
108,1962,0
109,1962,0
0,1963,53931
1,1963,51563
2,1963,50139
3,1963,49385
4,1963,50086
5,1963,50509
6,1963,51645
7,1963,51403
8,1963,51561
9,1963,50497
10,1963,52574
11,1963,52563
12,1963,52571
13,1963,54819
14,1963,57951
15,1963,60717
16,1963,61704
17,1963,63557
18,1963,64100
19,1963,64066
20,1963,60996
21,1963,55677
22,1963,49625
23,1963,47357
24,1963,48522
25,1963,46743
26,1963,44948
27,1963,44287
28,1963,42509
29,1963,42316
30,1963,41987
31,1963,44349
32,1963,44771
33,1963,46133
34,1963,45243
35,1963,47343
36,1963,46673
37,1963,48349
38,1963,50110
39,1963,51219
40,1963,52219
41,1963,53299
42,1963,57355
43,1963,61114
44,1963,50183
45,1963,50615
46,1963,51478
47,1963,50941
48,1963,51008
49,1963,52975
50,1963,52868
51,1963,53396
52,1963,52323
53,1963,52030
54,1963,53306
55,1963,51829
56,1963,50471
57,1963,49303
58,1963,48267
59,1963,46752
60,1963,45329
61,1963,45400
62,1963,44120
63,1963,43047
64,1963,40179
65,1963,39660
66,1963,37830
67,1963,36703
68,1963,35669
69,1963,33710
70,1963,32217
71,1963,30266
72,1963,29465
73,1963,27147
74,1963,25245
75,1963,24248
76,1963,22787
77,1963,20731
78,1963,18690
79,1963,17003
80,1963,14489
81,1963,12644
82,1963,10998
83,1963,9671
84,1963,8512
85,1963,6796
86,1963,5734
87,1963,4463
88,1963,3596
89,1963,2683
90,1963,1939
91,1963,1403
92,1963,1043
93,1963,743
94,1963,495
95,1963,923
96,1963,0
97,1963,0
98,1963,0
99,1963,0
100,1963,0
101,1963,0
102,1963,0
103,1963,0
104,1963,0
105,1963,0
106,1963,0
107,1963,0
108,1963,0
109,1963,0
0,1964,59184
1,1964,54085
2,1964,51763
3,1964,50296
4,1964,49536
5,1964,50218
6,1964,50595
7,1964,51748
8,1964,51511
9,1964,51661
10,1964,50606
11,1964,52674
12,1964,52640
13,1964,52654
14,1964,54885
15,1964,58078
16,1964,60947
17,1964,62052
18,1964,64036
19,1964,64601
20,1964,64469
21,1964,61319
22,1964,55953
23,1964,49900
24,1964,47593
25,1964,48691
26,1964,46933
27,1964,45087
28,1964,44417
29,1964,42579
30,1964,42428
31,1964,42060
32,1964,44424
33,1964,44831
34,1964,46178
35,1964,45270
36,1964,47379
37,1964,46682
38,1964,48389
39,1964,50108
40,1964,51215
41,1964,52204
42,1964,53286
43,1964,57291
44,1964,61029
45,1964,50127
46,1964,50545
47,1964,51382
48,1964,50832
49,1964,50882
50,1964,52828
51,1964,52707
52,1964,53182
53,1964,52125
54,1964,51812
55,1964,53046
56,1964,51575
57,1964,50223
58,1964,48984
59,1964,47922
60,1964,46413
61,1964,44932
62,1964,44951
63,1964,43629
64,1964,42478
65,1964,39654
66,1964,39079
67,1964,37168
68,1964,35999
69,1964,34872
70,1964,32910
71,1964,31333
72,1964,29308
73,1964,28458
74,1964,26056
75,1964,24095
76,1964,22995
77,1964,21493
78,1964,19384
79,1964,17357
80,1964,15675
81,1964,13172
82,1964,11353
83,1964,9816
84,1964,8494
85,1964,7405
86,1964,5764
87,1964,4808
88,1964,3716
89,1964,2890
90,1964,2135
91,1964,1509
92,1964,1064
93,1964,785
94,1964,526
95,1964,970
96,1964,0
97,1964,0
98,1964,0
99,1964,0
100,1964,0
101,1964,0
102,1964,0
103,1964,0
104,1964,0
105,1964,0
106,1964,0
107,1964,0
108,1964,0
109,1964,0
0,1965,59006
1,1965,59493
2,1965,54370
3,1965,52051
4,1965,50541
5,1965,49772
6,1965,50410
7,1965,50735
8,1965,51887
9,1965,51631
10,1965,51808
11,1965,50711
12,1965,52767
13,1965,52768
14,1965,52735
15,1965,55069
16,1965,58379
17,1965,61461
18,1965,62725
19,1965,64813
20,1965,65245
21,1965,65018
22,1965,61800
23,1965,56295
24,1965,50279
25,1965,47887
26,1965,49008
27,1965,47201
28,1965,45325
29,1965,44640
30,1965,42743
31,1965,42605
32,1965,42194
33,1965,44515
34,1965,44929
35,1965,46280
36,1965,45382
37,1965,47445
38,1965,46763
39,1965,48422
40,1965,50141
41,1965,51207
42,1965,52196
43,1965,53265
44,1965,57233
45,1965,60997
46,1965,50044
47,1965,50450
48,1965,51301
49,1965,50713
50,1965,50757
51,1965,52669
52,1965,52528
53,1965,52966
54,1965,51926
55,1965,51586
56,1965,52754
57,1965,51276
58,1965,49887
59,1965,48665
60,1965,47545
61,1965,46005
62,1965,44473
63,1965,44496
64,1965,43092
65,1965,41895
66,1965,39048
67,1965,38395
68,1965,36378
69,1965,35237
70,1965,34029
71,1965,31997
72,1965,30386
73,1965,28232
74,1965,27294
75,1965,24883
76,1965,22849
77,1965,21702
78,1965,20104
79,1965,17961
80,1965,16036
81,1965,14367
82,1965,11864
83,1965,10019
84,1965,8689
85,1965,7272
86,1965,6378
87,1965,4840
88,1965,4004
89,1965,3090
90,1965,2334
91,1965,1731
92,1965,1197
93,1965,840
94,1965,614
95,1965,1088
96,1965,0
97,1965,0
98,1965,0
99,1965,0
100,1965,0
101,1965,0
102,1965,0
103,1965,0
104,1965,0
105,1965,0
106,1965,0
107,1965,0
108,1965,0
109,1965,0
0,1966,59105
1,1966,59161
2,1966,59680
3,1966,54553
4,1966,52201
5,1966,50723
6,1966,49888
7,1966,50530
8,1966,50832
9,1966,52005
10,1966,51750
11,1966,51906
12,1966,50785
13,1966,52846
14,1966,52850
15,1966,52884
16,1966,55329
17,1966,58774
18,1966,62151
19,1966,63510
20,1966,65464
21,1966,65766
22,1966,65385
23,1966,62076
24,1966,56517
25,1966,50560
26,1966,48128
27,1966,49241
28,1966,47384
29,1966,45493
30,1966,44796
31,1966,42886
32,1966,42735
33,1966,42298
34,1966,44605
35,1966,44989
36,1966,46344
37,1966,45454
38,1966,47483
39,1966,46788
40,1966,48424
41,1966,50153
42,1966,51195
43,1966,52175
44,1966,53206
45,1966,57193
46,1966,60909
47,1966,49968
48,1966,50345
49,1966,51164
50,1966,50571
51,1966,50615
52,1966,52505
53,1966,52347
54,1966,52747
55,1966,51689
56,1966,51326
