Age,Year,Population
57,1966,52450
58,1966,50960
59,1966,49549
60,1966,48307
61,1966,47131
62,1966,45551
63,1966,43970
64,1966,44003
65,1966,42559
66,1966,41319
67,1966,38388
68,1966,37696
69,1966,35552
70,1966,34388
71,1966,33048
72,1966,30973
73,1966,29372
74,1966,27083
75,1966,26048
76,1966,23632
77,1966,21566
78,1966,20270
79,1966,18720
80,1966,16594
81,1966,14652
82,1966,12987
83,1966,10575
84,1966,8872
85,1966,7603
86,1966,6222
87,1966,5496
88,1966,4025
89,1966,3275
90,1966,2540
91,1966,1890
92,1966,1379
93,1966,963
94,1966,654
95,1966,1269
96,1966,0
97,1966,0
98,1966,0
99,1966,0
100,1966,0
101,1966,0
102,1966,0
103,1966,0
104,1966,0
105,1966,0
106,1966,0
107,1966,0
108,1966,0
109,1966,0
0,1967,58232
1,1967,59076
2,1967,59212
3,1967,59631
4,1967,54600
5,1967,52205
6,1967,50748
7,1967,49915
8,1967,50545
9,1967,50858
10,1967,52039
11,1967,51808
12,1967,51930
13,1967,50828
14,1967,52873
15,1967,52966
16,1967,53074
17,1967,55671
18,1967,59232
19,1967,62696
20,1967,63999
21,1967,65804
22,1967,65974
23,1967,65461
24,1967,62028
25,1967,56503
26,1967,50525
27,1967,48122
28,1967,49254
29,1967,47379
30,1967,45499
31,1967,44814
32,1967,42882
33,1967,42740
34,1967,42318
35,1967,44586
36,1967,44958
37,1967,46309
38,1967,45452
39,1967,47466
40,1967,46742
41,1967,48389
42,1967,50088
43,1967,51139
44,1967,52105
45,1967,53135
46,1967,57128
47,1967,60744
48,1967,49835
49,1967,50195
50,1967,51068
51,1967,50401
52,1967,50471
53,1967,52369
54,1967,52121
55,1967,52588
56,1967,51408
57,1967,51096
58,1967,52122
59,1967,50658
60,1967,49220
61,1967,47963
62,1967,46732
63,1967,45085
64,1967,43533
65,1967,43514
66,1967,42008
67,1967,40697
68,1967,37779
69,1967,36966
70,1967,34767
71,1967,33528
72,1967,32150
73,1967,30027
74,1967,28217
75,1967,26132
76,1967,24861
77,1967,22307
78,1967,20244
79,1967,18907
80,1967,17266
81,1967,15216
82,1967,13244
83,1967,11493
84,1967,9336
85,1967,7627
86,1967,6401
87,1967,5275
88,1967,4360
89,1967,3201
90,1967,2517
91,1967,1852
92,1967,1345
93,1967,937
94,1967,645
95,1967,1185
96,1967,0
97,1967,0
98,1967,0
99,1967,0
100,1967,0
101,1967,0
102,1967,0
103,1967,0
104,1967,0
105,1967,0
106,1967,0
107,1967,0
108,1967,0
109,1967,0
0,1968,54035
1,1968,58367
2,1968,59040
3,1968,59391
4,1968,59674
5,1968,54705
6,1968,52217
7,1968,50825
8,1968,49935
9,1968,50605
10,1968,50915
11,1968,52097
12,1968,51846
13,1968,51995
14,1968,50906
15,1968,53003
16,1968,53182
17,1968,53472
18,1968,56207
19,1968,59951
20,1968,63274
21,1968,64448
22,1968,66178
23,1968,66198
24,1968,65565
25,1968,61979
26,1968,56533
27,1968,50492
28,1968,48068
29,1968,49284
30,1968,47388
31,1968,45469
32,1968,44777
33,1968,42858
34,1968,42730
35,1968,42255
36,1968,44555
37,1968,44950
38,1968,46250
39,1968,45457
40,1968,47418
41,1968,46688
42,1968,48307
43,1968,50027
44,1968,51065
45,1968,51994
46,1968,53018
47,1968,56967
48,1968,60585
49,1968,49710
50,1968,50071
51,1968,50914
52,1968,50250
53,1968,50257
54,1968,52165
55,1968,51889
56,1968,52341
57,1968,51099
58,1968,50717
59,1968,51716
60,1968,50272
61,1968,48786
62,1968,47489
63,1968,46262
64,1968,44542
65,1968,42953
66,1968,42850
67,1968,41361
68,1968,39964
69,1968,37018
70,1968,36155
71,1968,33858
72,1968,32493
73,1968,31028
74,1968,28831
75,1968,26962
76,1968,24857
77,1968,23433
78,1968,20888
79,1968,18775
80,1968,17360
81,1968,15747
82,1968,13656
83,1968,11727
84,1968,10122
85,1968,8089
86,1968,6489
87,1968,5353
88,1968,4285
89,1968,3499
90,1968,2525
91,1968,1929
92,1968,1402
93,1968,968
94,1968,688
95,1968,458
96,1968,300
97,1968,190
98,1968,115
99,1968,50
100,1968,75
101,1968,0
102,1968,0
103,1968,0
104,1968,0
105,1968,0
106,1968,0
107,1968,0
108,1968,0
109,1968,0
0,1969,51311
1,1969,55295
2,1969,58949
3,1969,59557
4,1969,59805
5,1969,60116
6,1969,55080
7,1969,52502
8,1969,51136
9,1969,50200
10,1969,50858
11,1969,51135
12,1969,52323
13,1969,52064
14,1969,52191
15,1969,51228
16,1969,53504
17,1969,53967
18,1969,54532
19,1969,57507
20,1969,61389
21,1969,64565
22,1969,65574
23,1969,67110
24,1969,66841
25,1969,66010
26,1969,62375
27,1969,56899
28,1969,50861
29,1969,48342
30,1969,49518
31,1969,47574
32,1969,45668
33,1969,44967
34,1969,43031
35,1969,42881
36,1969,42375
37,1969,44676
38,1969,45080
39,1969,46358
40,1969,45540
41,1969,47510
42,1969,46748
43,1969,48339
44,1969,50019
45,1969,51051
46,1969,52006
47,1969,52975
48,1969,56910
49,1969,60515
50,1969,49625
51,1969,49930
52,1969,50802
53,1969,50082
54,1969,50074
55,1969,51935
56,1969,51670
57,1969,52091
58,1969,50849
59,1969,50447
60,1969,51361
61,1969,49896
62,1969,48330
63,1969,47065
64,1969,45749
65,1969,44017
66,1969,42379
67,1969,42236
68,1969,40668
69,1969,39142
70,1969,36216
71,1969,35196
72,1969,32857
73,1969,31348
74,1969,29842
75,1969,27633
76,1969,25714
77,1969,23562
78,1969,22027
79,1969,19429
80,1969,17349
81,1969,15885
82,1969,14283
83,1969,12247
84,1969,10333
85,1969,8807
86,1969,6954
87,1969,5457
88,1969,4443
89,1969,3500
90,1969,2809
91,1969,1980
92,1969,1482
93,1969,1082
94,1969,699
95,1969,483
96,1969,327
97,1969,208
98,1969,121
99,1969,74
100,1969,78
101,1969,0
102,1969,0
103,1969,0
104,1969,0
105,1969,0
106,1969,0
107,1969,0
108,1969,0
109,1969,0
0,1970,52800
1,1970,52429
2,1970,55826
3,1970,59416
4,1970,59997
5,1970,60160
6,1970,60390
7,1970,55374
8,1970,52749
9,1970,51348
10,1970,50409
11,1970,51143
12,1970,51360
13,1970,52584
14,1970,52250
15,1970,52518
16,1970,51769
17,1970,54261
18,1970,55058
19,1970,55822
20,1970,58811
21,1970,62564
22,1970,65615
23,1970,66478
24,1970,67824
25,1970,67320
26,1970,66352
27,1970,62650
28,1970,57110
29,1970,51149
30,1970,48515
31,1970,49708
32,1970,47810
33,1970,45817
34,1970,45177
35,1970,43202
36,1970,43041
37,1970,42453
38,1970,44782
39,1970,45198
40,1970,46433
41,1970,45646
42,1970,47584
43,1970,46821
44,1970,48386
45,1970,50018
46,1970,51054
47,1970,51993
48,1970,52975
49,1970,56799
50,1970,60405
51,1970,49503
52,1970,49808
53,1970,50655
54,1970,49898
55,1970,49881
56,1970,51746
57,1970,51451
58,1970,51810
59,1970,50547
60,1970,50136
61,1970,50988
62,1970,49464
63,1970,47922
64,1970,46557
65,1970,45179
66,1970,43485
67,1970,41748
68,1970,41532
69,1970,39914
70,1970,38337
71,1970,35351
72,1970,34235
73,1970,31918
74,1970,30254
75,1970,28682
76,1970,26366
77,1970,24459
78,1970,22263
79,1970,20638
80,1970,18018
81,1970,15984
82,1970,14409
83,1970,12889
84,1970,10948
85,1970,9155
86,1970,7656
87,1970,5919
88,1970,4634
89,1970,3659
90,1970,2859
91,1970,2242
92,1970,1575
93,1970,1093
94,1970,817
95,1970,496
96,1970,353
97,1970,220
98,1970,148
99,1970,75
100,1970,89
101,1970,0
102,1970,0
103,1970,0
104,1970,0
105,1970,0
106,1970,0
107,1970,0
108,1970,0
109,1970,0
0,1971,54424
1,1971,53452
2,1971,52520
3,1971,55838
4,1971,59362
5,1971,59967
6,1971,60161
7,1971,60350
8,1971,55311
9,1971,52712
10,1971,51350
11,1971,50440
12,1971,51175
13,1971,51402
14,1971,52639
15,1971,52388
16,1971,52725
17,1971,52053
18,1971,54541
19,1971,55410
20,1971,56130
21,1971,59072
22,1971,62736
23,1971,65649
24,1971,66467
25,1971,67777
26,1971,67196
27,1971,66245
28,1971,62551
29,1971,57043
30,1971,51051
31,1971,48396
32,1971,49661
33,1971,47738
34,1971,45780
35,1971,45105
36,1971,43184
37,1971,42985
38,1971,42455
39,1971,44745
40,1971,45172
41,1971,46379
42,1971,45609
43,1971,47516
44,1971,46744
45,1971,48263
46,1971,49939
47,1971,50935
48,1971,51830
49,1971,52833
50,1971,56633
51,1971,60216
52,1971,49338
53,1971,49592
54,1971,50420
55,1971,49675
56,1971,49655
57,1971,51468
58,1971,51142
59,1971,51466
60,1971,50208
61,1971,49796
62,1971,50527
63,1971,48987
64,1971,47374
65,1971,46008
66,1971,44583
67,1971,42844
68,1971,41032
69,1971,40785
70,1971,39128
71,1971,37461
72,1971,34436
73,1971,33220
74,1971,30802
75,1971,29099
76,1971,27391
77,1971,25054
78,1971,23127
79,1971,20961
80,1971,19211
81,1971,16623
82,1971,14607
83,1971,13026
84,1971,11529
85,1971,9666
86,1971,7932
87,1971,6624
88,1971,5048
89,1971,3896
90,1971,2954
91,1971,2300
92,1971,1756
93,1971,1201
94,1971,822
95,1971,616
96,1971,349
97,1971,249
98,1971,149
99,1971,101
100,1971,99
101,1971,0
102,1971,0
103,1971,0
104,1971,0
105,1971,0
106,1971,0
107,1971,0
108,1971,0
109,1971,0
0,1972,54514
1,1972,55060
2,1972,53322
3,1972,52321
4,1972,55548
5,1972,59153
6,1972,59762
7,1972,59935
8,1972,60128
9,1972,55175
10,1972,52620
11,1972,51277
12,1972,50382
13,1972,51150
14,1972,51361
15,1972,52633
16,1972,52451
17,1972,52896
18,1972,52264
19,1972,54667
20,1972,55453
21,1972,56094
22,1972,58884
23,1972,62496
24,1972,65342
25,1972,66045
26,1972,67356
27,1972,66811
28,1972,65918
29,1972,62259
30,1972,56744
31,1972,50776
32,1972,48180
33,1972,49467
34,1972,47549
35,1972,45643
36,1972,44966
37,1972,43050
38,1972,42840
39,1972,42323
40,1972,44634
41,1972,45056
42,1972,46259
43,1972,45503
44,1972,47383
45,1972,46621
46,1972,48111
47,1972,49768
48,1972,50727
49,1972,51672
50,1972,52661
51,1972,56401
52,1972,59951
53,1972,49102
54,1972,49356
55,1972,50183
56,1972,49376
57,1972,49363
58,1972,51117
59,1972,50766
60,1972,51109
61,1972,49800
62,1972,49294
63,1972,49997
64,1972,48461
65,1972,46815
66,1972,45367
67,1972,43908
68,1972,42108
69,1972,40274
70,1972,39891
71,1972,38209
72,1972,36380
73,1972,33428
74,1972,32025
75,1972,29539
76,1972,27787
77,1972,25922
78,1972,23604
79,1972,21667
80,1972,19498
81,1972,17679
82,1972,15241
83,1972,13231
84,1972,11600
85,1972,10124
86,1972,8381
87,1972,6760
88,1972,5609
89,1972,4186
90,1972,3116
91,1972,2379
92,1972,1783
93,1972,1353
94,1972,870
95,1972,572
96,1972,411
97,1972,233
98,1972,169
99,1972,97
100,1972,112
101,1972,0
102,1972,0
103,1972,0
104,1972,0
105,1972,0
106,1972,0
107,1972,0
108,1972,0
109,1972,0
0,1973,52850
1,1973,54243
2,1973,54993
3,1973,53244
4,1973,52202
5,1973,55384
6,1973,58961
7,1973,59575
8,1973,59816
9,1973,60045
10,1973,55087
11,1973,52563
12,1973,51245
13,1973,50344
14,1973,51116
15,1973,51357
16,1973,52684
17,1973,52549
18,1973,53037
19,1973,52446
20,1973,54811
21,1973,55529
22,1973,56084
23,1973,58755
24,1973,62355
25,1973,65104
26,1973,65866
27,1973,67043
28,1973,66534
29,1973,65610
30,1973,61984
31,1973,56537
32,1973,50620
33,1973,48007
34,1973,49254
35,1973,47449
36,1973,45505
37,1973,44843
38,1973,42939
39,1973,42731
40,1973,42227
41,1973,44556
42,1973,44917
43,1973,46169
44,1973,45385
45,1973,47276
46,1973,46510
47,1973,47968
48,1973,49618
49,1973,50601
50,1973,51473
51,1973,52466
52,1973,56190
53,1973,59696
54,1973,48879
55,1973,49133
56,1973,49911
57,1973,49124
58,1973,49056
59,1973,50796
60,1973,50434
61,1973,50708
62,1973,49398
63,1973,48786
64,1973,49477
65,1973,47913
66,1973,46188
67,1973,44727
68,1973,43166
69,1973,41373
70,1973,39470
71,1973,39015
72,1973,37165
73,1973,35373
74,1973,32296
75,1973,30850
76,1973,28302
77,1973,26465
78,1973,24535
79,1973,22264
80,1973,20243
81,1973,18057
82,1973,16248
83,1973,13833
84,1973,11854
85,1973,10224
86,1973,8783
87,1973,7156
88,1973,5725
89,1973,4673
90,1973,3463
91,1973,2489
92,1973,1867
93,1973,1366
94,1973,1036
95,1973,637
96,1973,416
97,1973,275
98,1973,165
99,1973,112
100,1973,124
101,1973,0
102,1973,0
103,1973,0
104,1973,0
105,1973,0
106,1973,0
107,1973,0
108,1973,0
109,1973,0
0,1974,53146
1,1974,53349
2,1974,54435
3,1974,55075
4,1974,53255
5,1974,52234
6,1974,55374
7,1974,58924
8,1974,59554
9,1974,59840
10,1974,60086
11,1974,55072
12,1974,52608
13,1974,51275
14,1974,50380
15,1974,51158
16,1974,51497
17,1974,52883
18,1974,52831
19,1974,53390
20,1974,52868
21,1974,55171
22,1974,55784
23,1974,56183
24,1974,58923
25,1974,62415
26,1974,65172
27,1974,65793
28,1974,66951
29,1974,66511
30,1974,65559
31,1974,61961
32,1974,56510
33,1974,50553
34,1974,47958
35,1974,49223
36,1974,47424
37,1974,45483
38,1974,44802
39,1974,42897
40,1974,42716
41,1974,42198
42,1974,44507
43,1974,44864
44,1974,46105
45,1974,45311
46,1974,47205
47,1974,46427
48,1974,47879
49,1974,49473
50,1974,50475
51,1974,51322
52,1974,52301
53,1974,55965
54,1974,59430
55,1974,48653
56,1974,48883
57,1974,49626
58,1974,48807
59,1974,48760
60,1974,50471
61,1974,50036
62,1974,50320
63,1974,48962
64,1974,48280
65,1974,48875
66,1974,47283
67,1974,45532
68,1974,44026
69,1974,42360
70,1974,40529
71,1974,38578
72,1974,38024
73,1974,36098
74,1974,34196
75,1974,31103
76,1974,29540
77,1974,26945
78,1974,25071
79,1974,23077
80,1974,20816
81,1974,18742
82,1974,16553
83,1974,14741
84,1974,12473
85,1974,10504
86,1974,8903
87,1974,7595
88,1974,6098
89,1974,4772
90,1974,3823
91,1974,2796
92,1974,1953
93,1974,1409
94,1974,1040
95,1974,754
96,1974,468
97,1974,293
98,1974,171
99,1974,108
100,1974,151
101,1974,0
102,1974,0
103,1974,0
104,1974,0
105,1974,0
106,1974,0
107,1974,0
108,1974,0
109,1974,0
0,1975,50254
1,1975,53820
2,1975,53617
3,1975,54658
4,1975,55223
5,1975,53400
6,1975,52307
7,1975,55457
8,1975,59011
9,1975,59675
10,1975,59953
11,1975,60217
12,1975,55191
13,1975,52701
14,1975,51335
15,1975,50459
16,1975,51314
17,1975,51724
18,1975,53164
19,1975,53309
20,1975,53854
21,1975,53232
22,1975,55550
23,1975,56057
24,1975,56490
25,1975,59106
26,1975,62514
27,1975,65263
28,1975,65854
29,1975,67045
30,1975,66516
31,1975,65595
32,1975,61964
33,1975,56514
34,1975,50568
35,1975,47964
36,1975,49226
37,1975,47446
38,1975,45468
39,1975,44822
40,1975,42879
41,1975,42691
42,1975,42168
43,1975,44456
44,1975,44782
45,1975,46080
46,1975,45256
47,1975,47120
48,1975,46313
49,1975,47752
50,1975,49363
51,1975,50295
52,1975,51150
53,1975,52083
54,1975,55770
55,1975,59164
56,1975,48406
57,1975,48626
58,1975,49344
59,1975,48501
60,1975,48440
61,1975,50083
62,1975,49617
63,1975,49848
64,1975,48490
65,1975,47745
66,1975,48245
67,1975,46609
68,1975,44833
69,1975,43233
70,1975,41466
71,1975,39625
72,1975,37619
73,1975,36931
74,1975,34939
75,1975,32983
76,1975,29791
77,1975,28061
78,1975,25453
79,1975,23586
80,1975,21568
81,1975,19288
82,1975,17217
83,1975,14980
84,1975,13208
85,1975,11076
86,1975,9204
87,1975,7601
88,1975,6419
89,1975,5078
90,1975,3948
91,1975,3089
92,1975,2210
93,1975,1550
94,1975,1019
95,1975,762
96,1975,547
97,1975,324
98,1975,201
99,1975,108
100,1975,149
101,1975,0
102,1975,0
103,1975,0
104,1975,0
105,1975,0
106,1975,0
107,1975,0
108,1975,0
109,1975,0
0,1976,47854
1,1976,50921
2,1976,54184
3,1976,53852
4,1976,54842
5,1976,55440
6,1976,53572
7,1976,52398
8,1976,55580
9,1976,59126
10,1976,59807
11,1976,60036
12,1976,60309
13,1976,55273
14,1976,52762
15,1976,51427
16,1976,50633
17,1976,51564
18,1976,52044
19,1976,53689
20,1976,53868
21,1976,54371
22,1976,53729
23,1976,56012
24,1976,56414
25,1976,56779
26,1976,59339
27,1976,62669
28,1976,65341
29,1976,65942
30,1976,67115
31,1976,66584
32,1976,65645
33,1976,61983
34,1976,56526
35,1976,50591
36,1976,47983
37,1976,49254
38,1976,47424
39,1976,45460
40,1976,44798
41,1976,42890
42,1976,42679
43,1976,42146
44,1976,44424
45,1976,44761
46,1976,46026
47,1976,45197
48,1976,47033
49,1976,46219
50,1976,47631
51,1976,49232
52,1976,50144
53,1976,50957
54,1976,51890
55,1976,55530
56,1976,58889
57,1976,48171
58,1976,48384
59,1976,49018
60,1976,48165
61,1976,48086
62,1976,49667
63,1976,49141
64,1976,49308
65,1976,47911
66,1976,47203
67,1976,47614
68,1976,45890
69,1976,44069
70,1976,42359
71,1976,40522
72,1976,38653
73,1976,36536
74,1976,35757
75,1976,33701
76,1976,31668
77,1976,28338
78,1976,26617
79,1976,23910
80,1976,22033
81,1976,19922
82,1976,17586
83,1976,15646
84,1976,13428
85,1976,11701
86,1976,9578
87,1976,7803
88,1976,6432
89,1976,5336
90,1976,4142
91,1976,3121
92,1976,2413
93,1976,1694
94,1976,1161
95,1976,702
96,1976,543
97,1976,369
98,1976,216
99,1976,133
100,1976,162
101,1976,0
102,1976,0
103,1976,0
104,1976,0
105,1976,0
106,1976,0
107,1976,0
108,1976,0
109,1976,0
0,1977,46591
1,1977,48469
2,1977,51269
3,1977,54405
4,1977,54057
5,1977,55013
6,1977,55565
7,1977,53688
8,1977,52535
9,1977,55676
10,1977,59181
11,1977,59879
12,1977,60140
13,1977,60403
14,1977,55384
15,1977,52828
16,1977,51619
17,1977,50911
18,1977,51922
19,1977,52570
20,1977,54283
21,1977,54572
22,1977,54934
23,1977,54292
24,1977,56503
25,1977,56841
26,1977,57147
27,1977,59684
28,1977,62981
29,1977,65604
30,1977,66166
31,1977,67239
32,1977,66717
33,1977,65710
34,1977,62069
35,1977,56587
36,1977,50643
37,1977,48031
38,1977,49316
39,1977,47437
40,1977,45459
41,1977,44796
42,1977,42867
43,1977,42668
44,1977,42150
45,1977,44400
46,1977,44717
47,1977,45952
48,1977,45125
49,1977,46965
50,1977,46101
51,1977,47511
52,1977,49111
53,1977,49972
54,1977,50788
55,1977,51691
56,1977,55280
57,1977,58612
58,1977,47938
59,1977,48097
60,1977,48683
61,1977,47838
62,1977,47713
63,1977,49250
64,1977,48666
65,1977,48796
66,1977,47360
67,1977,46590
68,1977,46901
69,1977,45155
70,1977,43348
71,1977,41492
72,1977,39530
73,1977,37654
74,1977,35428
75,1977,34586
76,1977,32365
77,1977,30318
78,1977,26930
79,1977,25079
80,1977,22473
81,1977,20452
82,1977,18372
83,1977,16048
84,1977,14097
85,1977,11943
86,1977,10302
87,1977,8297
88,1977,6659
89,1977,5402
90,1977,4434
91,1977,3344
92,1977,2476
93,1977,1856
94,1977,1285
95,1977,847
96,1977,515
97,1977,377
98,1977,263
99,1977,139
100,1977,194
101,1977,0
102,1977,0
103,1977,0
104,1977,0
105,1977,0
106,1977,0
107,1977,0
108,1977,0
109,1977,0
0,1978,45395
1,1978,46969
2,1978,48547
3,1978,51356
4,1978,54445
5,1978,54127
6,1978,55021
7,1978,55573
8,1978,53707
9,1978,52573
10,1978,55724
11,1978,59182
12,1978,59883
13,1978,60164
14,1978,60408
15,1978,55396
16,1978,52931
17,1978,51832
18,1978,51204
19,1978,52421
20,1978,53085
21,1978,54817
22,1978,55085
23,1978,55344
24,1978,54723
25,1978,56829
26,1978,57124
27,1978,57318
28,1978,59852
29,1978,63113
30,1978,65689
31,1978,66185
32,1978,67296
33,1978,66712
34,1978,65690
35,1978,62065
36,1978,56576
37,1978,50625
38,1978,48026
39,1978,49302
40,1978,47415
41,1978,45435
42,1978,44791
43,1978,42817
44,1978,42609
45,1978,42105
46,1978,44318
47,1978,44656
48,1978,45864
49,1978,45036
50,1978,46867
51,1978,45962
52,1978,47377
53,1978,48952
54,1978,49775
55,1978,50597
56,1978,51510
57,1978,55033
58,1978,58300
59,1978,47662
60,1978,47751
61,1978,48336
62,1978,47468
63,1978,47290
64,1978,48838
65,1978,48142
66,1978,48217
67,1978,46719
68,1978,45947
69,1978,46117
70,1978,44337
71,1978,42430
72,1978,40456
73,1978,38476
74,1978,36567
75,1978,34273
76,1978,33240
77,1978,30975
78,1978,28752
79,1978,25394
80,1978,23458
81,1978,20921
82,1978,18832
83,1978,16812
84,1978,14460
85,1978,12568
86,1978,10513
87,1978,8926
88,1978,7075
89,1978,5572
90,1978,4441
91,1978,3599
92,1978,2663
93,1978,1943
94,1978,1437
95,1978,972
96,1978,624
97,1978,361
98,1978,276
99,1978,158
100,1978,202
101,1978,0
102,1978,0
103,1978,0
104,1978,0
105,1978,0
106,1978,0
107,1978,0
108,1978,0
109,1978,0
0,1979,46777
1,1979,45802
2,1979,47075
3,1979,48622
4,1979,51413
5,1979,54506
6,1979,54096
7,1979,55023
8,1979,55602
9,1979,53753
10,1979,52582
11,1979,55723
12,1979,59191
13,1979,59907
14,1979,60188
15,1979,60427
16,1979,55481
17,1979,53128
18,1979,52196
19,1979,51745
20,1979,52943
21,1979,53595
22,1979,55333
23,1979,55448
24,1979,55727
25,1979,55007
26,1979,57023
27,1979,57279
28,1979,57440
29,1979,59931
30,1979,63116
31,1979,65691
32,1979,66209
33,1979,67305
34,1979,66669
35,1979,65694
36,1979,62026
37,1979,56571
38,1979,50612
39,1979,47991
40,1979,49265
41,1979,47364
42,1979,45396
43,1979,44753
44,1979,42760
45,1979,42558
46,1979,42049
47,1979,44224
48,1979,44571
49,1979,45772
50,1979,44964
51,1979,46719
52,1979,45812
53,1979,47212
54,1979,48748
55,1979,49548
56,1979,50378
57,1979,51266
58,1979,54719
59,1979,57942
60,1979,47320
61,1979,47418
62,1979,47986
63,1979,47068
64,1979,46829
65,1979,48288
66,1979,47577
67,1979,47590
68,1979,46066
69,1979,45185
70,1979,45266
71,1979,43444
72,1979,41485
73,1979,39420
74,1979,37357
75,1979,35386
76,1979,32984
77,1979,31838
78,1979,29450
79,1979,27186
80,1979,23830
81,1979,21797
82,1979,19260
83,1979,17210
84,1979,15234
85,1979,12887
86,1979,11109
87,1979,9097
88,1979,7631
89,1979,5982
90,1979,4566
91,1979,3642
92,1979,2848
93,1979,2061
94,1979,1458
95,1979,1072
96,1979,707
97,1979,449
98,1979,247
99,1979,177
100,1979,214
101,1979,0
102,1979,0
103,1979,0
104,1979,0
105,1979,0
106,1979,0
107,1979,0
108,1979,0
109,1979,0
0,1980,47165
1,1980,47165
2,1980,45832
3,1980,47132
4,1980,48657
5,1980,51416
6,1980,54498
7,1980,54112
8,1980,55011
9,1980,55556
10,1980,53744
11,1980,52598
12,1980,55735
13,1980,59201
14,1980,59959
15,1980,60200
16,1980,60538
17,1980,55648
18,1980,53485
19,1980,52794
20,1980,52273
21,1980,53404
22,1980,53975
23,1980,55674
24,1980,55720
25,1980,55981
26,1980,55132
27,1980,57140
28,1980,57371
29,1980,57495
30,1980,59904
31,1980,63109
32,1980,65618
33,1980,66153
34,1980,67208
35,1980,66550
36,1980,65632
37,1980,61978
38,1980,56490
39,1980,50593
40,1980,47907
41,1980,49200
42,1980,47313
43,1980,45340
44,1980,44671
45,1980,42721
46,1980,42500
47,1980,41957
48,1980,44126
49,1980,44482
50,1980,45662
51,1980,44830
52,1980,46586
53,1980,45648
54,1980,47029
55,1980,48536
56,1980,49354
57,1980,50101
58,1980,50992
59,1980,54362
60,1980,57574
61,1980,46989
62,1980,47025
63,1980,47538
64,1980,46656
65,1980,46316
66,1980,47704
67,1980,46973
68,1980,46912
69,1980,45324
70,1980,44385
71,1980,44302
72,1980,42477
73,1980,40448
74,1980,38256
75,1980,36139
76,1980,34059
77,1980,31519
78,1980,30305
79,1980,27899
80,1980,25577
81,1980,22185
82,1980,20081
83,1980,17627
84,1980,15543
85,1980,13553
86,1980,11341
87,1980,9731
88,1980,7780
89,1980,6387
90,1980,4946
